DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
8527,07/26/2018 11:30:00 AM,Oakwood,4.0,118.0,21.7,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,12th Street,,,,102887,08/21/2006 12:00:00 AM,95.9,60.2,76.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,100142,07/16/2008 12:00:00 AM,115.3,101.4,108.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
1449,07/28/2016 02:00:00 PM,South Shore,307.0,403.0,351.7,113550,07/28/2016 09:20:00 AM,133.0,145.0,138.9,,1,07/28/2016 09:21:00 AM,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Rainbow,,,,101990,07/02/2008 12:00:00 AM,3.1,6.3,4.4,,,,41.758,-87.551,"(41.758, -87.551)"
1086,07/06/2016 12:29:00 PM,Montrose,154.0,1295.0,446.6,113215,07/06/2016 06:13:00 AM,488.0,517.0,502.3,,2,07/06/2016 06:15:00 AM,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,101410,06/25/2008 12:00:00 AM,2.0,1.0,1.4,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,North Avenue,,,,109660,06/30/2014 12:00:00 AM,59.0,10.0,24.3,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,63rd Street,,,,109964,08/05/2014 12:00:00 AM,36.0,36.0,36.0,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,57th Street,,,,111966,08/30/2012 12:00:00 AM,18.7,37.4,26.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
972,06/26/2016 12:37:00 PM,Ohio Street,383.0,596.0,477.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
6945,06/20/2018 11:32:00 AM,Rainbow,207.0,338.0,264.5,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rainbow,,,,99795,08/27/2008 12:00:00 AM,20.1,60.9,35.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Montrose,,,,97124,07/27/2012 12:00:00 AM,18.1,20.9,19.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,91933,08/19/2009 12:00:00 AM,36.9,62.4,48.0,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,57th Street,,,,97115,07/27/2012 12:00:00 AM,115.3,198.9,151.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Howard,,,,95633,06/09/2015 12:00:00 AM,2.0,8.0,4.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rainbow,,,,108236,05/22/2014 12:00:00 AM,435.0,488.0,460.7,,,,41.758,-87.551,"(41.758, -87.551)"
5150,08/15/2017 12:00:00 AM,Hartigan (Albion),174.0,189.0,181.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Oakwood,,,,110931,06/18/2014 12:00:00 AM,1.0,1.0,1.0,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Foster,,,,98700,06/15/2007 12:00:00 AM,43.2,34.5,38.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
6066,05/29/2018 12:08:00 PM,Foster,145.0,244.0,188.1,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rogers,,,,110534,07/11/2013 12:00:00 AM,25.0,26.0,25.5,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,98867,07/27/2007 12:00:00 AM,248.1,140.1,186.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,91888,08/17/2009 12:00:00 AM,272.3,307.6,289.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,North Avenue,,,,112033,09/02/2011 12:00:00 AM,7.4,14.6,10.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Juneway,,,,92288,09/03/2009 12:00:00 AM,48.8,135.4,81.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,South Shore,,,,90733,07/13/2010 12:00:00 AM,193.5,325.5,251.0,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Avenue,,,,110937,06/18/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oakwood,,,,91575,06/30/2009 12:00:00 AM,307.6,93.3,169.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rogers,,,,98709,06/15/2007 12:00:00 AM,2.0,4.1,2.9,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
9092,08/08/2018 12:36:00 PM,Montrose,218.0,135.0,171.6,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,88354,07/20/2010 12:00:00 AM,90.8,98.7,94.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,113052,06/23/2016 10:00:00 AM,36.0,29.0,32.3,,1,06/23/2016 10:01:00 AM,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Howard,,,,103177,05/30/2006 12:00:00 AM,2.0,2.0,2.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,North Avenue,,,,95669,06/11/2015 12:00:00 AM,130.0,166.0,146.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
5648,08/29/2017 12:00:00 AM,12th Street,16.0,5.0,8.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,102039,07/04/2008 12:00:00 AM,6.3,6.3,6.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Osterman,,,,103799,06/21/2006 12:00:00 AM,686.7,579.4,630.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
2706,06/09/2017 12:00:00 AM,Oakwood,108.0,14.0,38.9,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,63rd Street,,,,110774,08/11/2012 12:00:00 AM,67.6,57.3,62.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,91000,07/15/2009 12:00:00 AM,88.6,129.1,106.9,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Ohio Street,,,,90799,07/16/2010 12:00:00 AM,2.0,5.1,3.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Leone,,,,106126,07/24/2013 12:00:00 AM,72.0,77.0,74.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
630,06/04/2016 12:00:00 AM,12th Street,116.0,76.0,93.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Foster,,,,90505,06/02/2011 12:00:00 AM,49.6,45.0,47.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
4812,08/05/2017 12:00:00 AM,Leone,801.0,690.0,743.4,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Oak Street,,,,110667,08/01/2012 12:00:00 AM,1.0,2.0,1.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Montrose Dog,,,,112982,06/20/2016 09:45:00 AM,72.0,115.0,91.0,,1,06/20/2016 09:46:00 AM,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Rogers,,,,98432,06/18/2007 12:00:00 AM,1.0,3.1,1.8,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Rogers,,,,112463,07/17/2013 12:00:00 AM,1.0,4.0,2.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
2369,05/30/2017 12:00:00 AM,Margaret T Burroughs (31st),16.0,9.0,12.0,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,12th Street,,,,113936,08/22/2016 10:05:00 AM,1.0,2.0,1.4,,2,08/22/2016 10:07:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
4105,07/14/2017 12:00:00 AM,Calumet,698.0,450.0,560.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Montrose,,,,108204,05/20/2014 12:00:00 AM,58.1,73.8,65.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,112898,06/14/2016 10:00:00 AM,1.0,4.0,2.0,,1,06/14/2016 10:01:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Calumet,,,,102955,08/24/2006 12:00:00 AM,85.5,96.0,90.6,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
4420,07/24/2017 12:00:00 AM,Howard,1116.0,1348.0,1226.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Juneway,,,,91500,06/26/2009 12:00:00 AM,86.2,71.7,78.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Oak Street,,,,95956,09/16/2014 12:00:00 AM,3.0,2.0,2.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Howard,,,,101257,08/09/2008 12:00:00 AM,9.8,12.1,10.9,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rainbow,,,,99947,06/06/2008 12:00:00 AM,6.3,3.1,4.4,,,,41.758,-87.551,"(41.758, -87.551)"
,,57th Street,,,,105656,08/23/2012 12:00:00 AM,365.4,260.3,308.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Juneway,,,,101715,08/29/2007 12:00:00 AM,45.7,60.5,52.6,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Ohio Street,,,,111924,08/28/2012 12:00:00 AM,28.1,38.4,32.8,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
4386,07/23/2017 12:00:00 AM,North Avenue,138.0,18.0,49.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oakwood,,,,113317,07/13/2016 08:05:00 AM,33.0,36.0,34.5,,5,07/13/2016 08:10:00 AM,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rainbow,,,,100093,07/14/2008 12:00:00 AM,6.3,3.1,4.4,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,101558,06/12/2009 12:00:00 AM,9.8,8.4,9.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
9967,08/28/2018 12:00:00 AM,57th Street,1202.0,1141.0,1171.1,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
8913,08/03/2018 12:00:00 AM,Hartigan (Albion),143.0,117.0,129.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
2372,05/30/2017 12:00:00 AM,Montrose,231.0,920.0,461.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,90315,06/30/2011 12:00:00 AM,44.1,27.5,34.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,57th Street,,,,104289,06/29/2006 12:00:00 AM,2.0,1.0,1.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rogers,,,,114040,08/29/2016 09:50:00 AM,50.0,46.0,48.0,,1,08/29/2016 09:51:00 AM,42.0213,-87.6666,"(42.0213, -87.6666)"
,,12th Street,,,,102855,07/25/2006 12:00:00 AM,24.6,46.2,33.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Fargo,,,,98064,08/14/2006 12:00:00 AM,9.8,12.2,10.9,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Howard,,,,107034,07/31/2013 12:00:00 AM,14.0,18.0,15.9,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rogers,,,,109774,08/18/2011 12:00:00 AM,73.8,53.7,63.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Leone,,,,95484,07/16/2014 12:00:00 AM,8.0,10.0,8.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Calumet,,,,106820,06/26/2012 12:00:00 AM,816.4,613.1,707.5,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rainbow,,,,101123,06/23/2008 12:00:00 AM,547.5,461.5,502.7,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,113699,08/05/2016 09:55:00 AM,25.0,17.0,20.6,,1,08/05/2016 09:56:00 AM,42.0224,-87.6674,"(42.0224, -87.6674)"
,,South Shore,,,,92038,08/24/2009 12:00:00 AM,1046.2,866.4,952.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Avenue,,,,88652,08/04/2010 12:00:00 AM,21.3,18.3,19.7,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Ohio Street,,,,94185,08/05/2009 12:00:00 AM,69.1,98.7,82.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,99651,05/29/2008 12:00:00 AM,150.0,25.9,62.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,104961,06/18/2013 12:00:00 AM,157.0,172.0,164.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Juneway,,,,113814,08/12/2016 08:31:00 AM,115.0,31.0,59.7,,1,08/12/2016 08:32:00 AM,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,94438,08/05/2015 12:00:00 AM,3.0,3.0,3.0,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Oakwood,,,,91325,07/29/2009 12:00:00 AM,20.1,16.0,17.9,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rogers,,,,92218,08/31/2009 12:00:00 AM,50.4,57.8,54.0,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
3525,06/29/2017 12:00:00 AM,Humboldt,2401.0,1701.0,2020.9,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
,,Leone,,,,90640,06/08/2011 12:00:00 AM,2.0,4.1,2.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Osterman,,,,89047,08/14/2009 12:00:00 AM,248.1,248.1,248.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Leone,,,,98202,07/17/2006 12:00:00 AM,3.1,5.2,4.0,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Calumet,,,,104285,06/29/2006 12:00:00 AM,5.2,3.1,4.0,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
8715,07/31/2018 11:12:00 AM,Montrose,742.0,797.0,769.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,97908,07/07/2006 12:00:00 AM,2419.6,2419.6,2419.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
8266,07/20/2018 11:54:00 AM,Montrose,1380.0,3591.0,2226.1,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,57th Street,,,,108369,06/09/2014 12:00:00 AM,6.0,1.0,2.4,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rogers,,,,87613,06/21/2010 12:00:00 AM,43.5,54.6,48.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
2408,05/30/2017 12:00:00 AM,North Avenue,120.0,227.0,165.0,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,94946,08/14/2015 12:00:00 AM,50.0,36.0,42.4,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Montrose,,,,96187,08/08/2011 12:00:00 AM,52.0,143.9,86.5,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
3805,07/07/2017 12:00:00 AM,Rainbow,1475.0,848.0,1118.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Oakwood,,,,106655,06/24/2014 12:00:00 AM,1.0,23.0,4.8,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Juneway,,,,91066,07/17/2009 12:00:00 AM,14.4,12.1,13.2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,South Shore,,,,88730,06/30/2010 12:00:00 AM,18.5,38.8,26.8,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,South Shore,,,,101168,06/25/2008 12:00:00 AM,16.0,24.3,19.7,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Foster,,,,99124,08/07/2007 12:00:00 AM,290.9,344.8,316.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rogers,,,,98016,08/10/2006 12:00:00 AM,19.5,11.0,14.6,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Howard,,,,95382,08/24/2015 12:00:00 AM,1.0,1.0,1.0,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Loyola,,,,91634,07/02/2009 12:00:00 AM,22.8,17.1,19.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Rainbow,,,,89891,08/25/2010 12:00:00 AM,178.9,161.6,170.0,,,,41.758,-87.551,"(41.758, -87.551)"
,,Rogers,,,,103698,06/06/2006 12:00:00 AM,42.6,27.5,34.2,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
2054,08/25/2016 01:01:00 PM,North Avenue,11.0,18.0,14.1,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rogers,,,,99836,08/28/2008 12:00:00 AM,80.9,62.4,71.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oakwood,,,,110663,08/01/2012 12:00:00 AM,12.1,11.0,11.5,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,57th Street,,,,112511,08/03/2012 12:00:00 AM,19.9,37.9,27.5,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,South Shore,,,,87637,06/23/2010 12:00:00 AM,248.1,307.6,276.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,North Avenue,,,,104389,08/03/2006 12:00:00 AM,79.4,,8.9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
7655,07/05/2018 12:00:00 AM,Rogers,69.0,80.0,74.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,12th Street,,,,95836,07/29/2015 12:00:00 AM,13.0,411.0,73.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
6386,06/07/2018 11:54:00 AM,Rainbow,557.0,501.0,528.3,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
7107,06/23/2018 11:50:00 AM,57th Street,900.0,311.0,529.1,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,90169,06/23/2011 12:00:00 AM,10.9,2.3,5.0,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Ohio Street,,,,102660,05/23/2006 12:00:00 AM,22.8,14.6,18.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
619,06/08/2016 11:31:00 AM,South Shore,210.0,29.0,78.0,112799,06/08/2016 07:00:00 AM,58.0,10.0,24.1,,5,06/08/2016 07:05:00 AM,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Oak Street,,,,100143,07/16/2008 12:00:00 AM,6.2,2.0,3.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Howard,,,,100558,07/29/2008 12:00:00 AM,218.7,163.1,188.9,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10429,05/27/2019 11:44:00 AM,Oak Street,21.0,79.0,40.7,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
2933,06/14/2017 12:00:00 AM,Rogers,124.0,40.0,70.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,57th Street,,,,92247,09/02/2009 12:00:00 AM,26.9,24.9,25.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oak Street,,,,91052,07/17/2009 12:00:00 AM,74.9,55.4,64.4,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Rainbow,,,,103041,06/26/2007 12:00:00 AM,116.3,114.5,115.4,,,,41.758,-87.551,"(41.758, -87.551)"
,,North Avenue,,,,90678,06/10/2011 12:00:00 AM,248.9,344.9,293.0,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
9221,08/10/2018 12:00:00 AM,Leone,796.0,472.0,613.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Lane,,,,102439,08/22/2008 12:00:00 AM,42.6,613.1,161.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose Dog,,,,111254,06/26/2013 12:00:00 AM,2420.0,2420.0,2420.0,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
6470,06/10/2018 12:00:00 AM,Oakwood,3.0,53.0,12.6,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Oakwood,,,,88687,08/06/2010 12:00:00 AM,17.3,34.5,24.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Juneway,,,,101889,06/02/2009 12:00:00 AM,198.6,191.8,195.2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
3676,07/03/2017 12:00:00 AM,Marion Mahony Griffin (Jarvis),417.0,79.0,181.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Rainbow,,,,96527,07/14/2011 12:00:00 AM,65.7,65.0,65.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,97630,06/15/2011 12:00:00 AM,116.0,54.5,79.5,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose Dog,,,,113941,08/22/2016 09:10:00 AM,79.0,107.0,91.9,,1,08/22/2016 09:11:00 AM,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Loyola,,,,101161,06/24/2008 12:00:00 AM,18.1,38.8,26.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Ohio Street,,,,106418,06/19/2012 12:00:00 AM,18.7,14.8,16.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Montrose,,,,107638,05/27/2013 12:00:00 AM,148.3,139.1,143.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rogers,,,,95425,08/26/2015 12:00:00 AM,12.0,11.0,11.5,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
5147,08/15/2017 12:00:00 AM,North Avenue,871.0,1313.0,1069.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
1570,07/31/2016 12:18:00 PM,North Avenue,6.0,22.0,11.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,95024,05/28/2015 12:00:00 AM,4.0,2.0,2.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
5765,08/31/2017 12:00:00 AM,12th Street,153.0,46.0,83.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,South Shore,,,,111163,06/17/2013 12:00:00 AM,5.0,5.0,5.0,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Ohio Street,,,,111059,06/12/2013 12:00:00 AM,261.0,142.0,192.5,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Osterman,,,,93372,08/21/2014 12:00:00 AM,54.0,57.0,55.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,63rd Street,,,,92108,08/27/2009 12:00:00 AM,410.6,298.7,350.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
1041,06/30/2016 11:56:00 AM,12th Street,7.0,154.0,32.8,113147,06/30/2016 06:44:00 AM,10.0,4.0,6.3,,1,06/30/2016 06:45:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
7444,07/01/2018 12:00:00 AM,Rogers,333.0,73.0,155.9,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Oak Street,,,,113870,08/17/2016 09:45:00 AM,8.0,12.0,9.8,,1,08/17/2016 09:46:00 AM,41.9032,-87.6235,"(41.9032, -87.6235)"
4026,07/12/2017 12:00:00 AM,Howard,810.0,670.0,736.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,12th Street,,,,106137,07/25/2013 12:00:00 AM,147.0,38.0,74.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,63rd Street,,,,90811,08/31/2010 12:00:00 AM,27.5,72.7,44.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,63rd Street,,,,91389,06/22/2009 12:00:00 AM,365.4,365.4,365.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,99136,08/08/2007 12:00:00 AM,261.3,238.2,249.5,,,,41.758,-87.551,"(41.758, -87.551)"
4435,07/26/2017 12:00:00 AM,Calumet,209.0,197.0,202.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Foster,,,,97777,07/13/2006 12:00:00 AM,21.1,4.1,9.3,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,North Avenue,,,,95687,08/28/2015 12:00:00 AM,10.0,38.0,19.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
1172,07/10/2016 01:18:00 PM,Ohio Street,135.0,411.0,235.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Leone,,,,107905,08/07/2013 12:00:00 AM,79.0,93.0,85.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Osterman,,,,100661,08/14/2007 12:00:00 AM,2419.6,1299.7,1773.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
5068,08/12/2017 12:00:00 AM,Foster,97.0,137.0,115.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Montrose,,,,104931,06/17/2013 12:00:00 AM,15.0,12.0,13.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Foster,,,,113875,08/17/2016 09:55:00 AM,62.0,51.0,56.2,,1,08/17/2016 09:56:00 AM,41.9785,-87.6515,"(41.9785, -87.6515)"
2458,06/02/2017 12:00:00 AM,Montrose,177.0,539.0,308.9,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
2772,06/10/2017 12:00:00 AM,Howard,13.0,32.0,20.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Ohio Street,,,,104615,06/16/2006 12:00:00 AM,39.9,21.1,29.0,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
6965,06/20/2018 11:32:00 AM,Foster,14.0,58.0,28.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
9114,08/09/2018 12:00:00 AM,Margaret T Burroughs (31st),105.0,68.0,84.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Calumet,,,,111264,06/27/2013 12:00:00 AM,9.0,17.0,12.4,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,91208,07/24/2009 12:00:00 AM,61.3,58.1,59.7,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
8558,07/28/2018 11:29:00 AM,57th Street,87.0,102.0,94.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,12th Street,,,,112783,06/07/2016 10:00:00 AM,30.0,70.0,45.8,,5,06/07/2016 10:05:00 AM,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,103474,06/28/2007 12:00:00 AM,67.0,77.6,72.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,63rd Street,,,,100628,08/13/2007 12:00:00 AM,613.1,303.6,431.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,North Shore,,,,91402,06/22/2009 12:00:00 AM,1.0,6.3,2.5,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10331,05/24/2019 12:26:00 PM,Humboldt,69.0,61.0,64.9,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
,,Osterman,,,,105644,08/22/2012 12:00:00 AM,10.9,17.1,13.7,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
7700,07/09/2018 12:00:00 AM,North Avenue,455.0,41.0,136.6,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
